cr_id,abuse_ct,age_off_comp,civil_ct,complaint_date,corrupt_ct,num_awards,num_coindicated,num_complaints,numwitnesses,operations_ct,substance_ct,time_on_force,discipline,not_operations,injury,administrator,copa_style,search,reform,officer_filed_False,officer_filed_True,officer_filed_Unknown,officer_gender_FEMALE,officer_gender_MALE,officer_race_ASIAN/PACIFIC ISLANDER,officer_race_BLACK,officer_race_HISPANIC,officer_race_NATIVE AMERICAN/ALASKAN NATIVE,officer_race_WHITE
313335,5.0,15493,3.0,2006-06-02,0.0,14.0,1,29.0,0.0,18.0,0.0,1012.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
279497,1.0,10684,2.0,2002-04-03,1.0,42.0,3,7.0,0.0,3.0,0.0,373.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1007839,0.0,9700,5.0,2007-07-24,0.0,78.0,2,8.0,3.0,3.0,0.0,218.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
286953,2.0,9506,3.0,2003-01-11,0.0,22.0,7,7.0,0.0,2.0,0.0,565.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
305262,2.0,15096,1.0,2005-05-01,1.0,24.0,1,12.0,0.0,8.0,0.0,1280.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1075542,8.0,12559,6.0,2015-06-08,1.0,129.0,1,24.0,8.0,9.0,0.0,3861.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
277746,35.0,16819,25.0,2002-01-18,2.0,27.0,1,80.0,0.0,12.0,0.0,5639.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
315633,3.0,10854,4.0,2006-09-20,0.0,56.0,2,9.0,0.0,2.0,0.0,723.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
273703,8.0,18115,3.0,2001-08-06,1.0,18.0,1,22.0,0.0,10.0,0.0,2162.0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
294999,17.0,14982,7.0,2004-01-08,1.0,61.0,1,31.0,0.0,6.0,0.0,3104.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
276049,5.0,12362,3.0,2001-11-05,1.0,8.0,64,10.0,0.0,1.0,0.0,1162.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1070537,14.0,16255,5.0,2014-07-23,5.0,54.0,1,30.0,2.0,5.0,1.0,7529.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
285917,4.0,15665,2.0,2002-11-22,0.0,1.0,4,16.0,0.0,10.0,0.0,2544.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1028193,8.0,11517,2.0,2009-07-14,0.0,49.0,49,21.0,12.0,9.0,0.0,2416.0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1075510,1.0,20610,1.0,2015-06-06,1.0,21.0,1,11.0,2.0,8.0,0.0,5283.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
287222,23.0,14269,27.0,2003-01-25,3.0,53.0,3,63.0,0.0,9.0,0.0,4534.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1018900,4.0,14761,6.0,2008-08-08,2.0,21.0,1,22.0,2.0,9.0,1.0,6011.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1027827,3.0,13457,4.0,2009-07-01,3.0,30.0,2,15.0,2.0,5.0,0.0,2689.0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1063472,0.0,15533,0.0,2013-07-12,1.0,20.0,1,4.0,2.0,2.0,0.0,4365.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1004144,8.0,16144,4.0,2007-03-16,1.0,33.0,1,16.0,2.0,3.0,0.0,3013.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
310277,7.0,16793,3.0,2005-12-23,0.0,17.0,1,15.0,0.0,5.0,0.0,1900.0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1044128,5.0,15418,10.0,2011-03-21,0.0,46.0,2,18.0,11.0,2.0,0.0,3476.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1041821,9.0,16040,8.0,2010-12-01,0.0,45.0,1,21.0,2.0,3.0,0.0,7133.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
287649,2.0,19404,1.0,2003-02-17,0.0,11.0,1,11.0,0.0,8.0,0.0,3884.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
268772,2.0,20114,2.0,2001-01-26,2.0,0.0,1,17.0,0.0,11.0,0.0,5149.0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1050444,4.0,16407,2.0,2011-12-03,3.0,15.0,1,16.0,2.0,6.0,1.0,6935.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
295483,38.0,13460,3.0,2004-01-30,8.0,19.0,1,60.0,0.0,11.0,0.0,4581.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
284792,5.0,18907,2.0,2002-10-07,0.0,1.0,1,8.0,0.0,0.0,0.0,10006.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
278335,3.0,10635,8.0,2002-02-13,0.0,13.0,1,16.0,0.0,5.0,0.0,1262.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
268859,4.0,12083,1.0,2001-01-30,2.0,6.0,1,18.0,0.0,11.0,0.0,3316.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
298874,1.0,9672,0.0,2004-06-25,0.0,69.0,4,8.0,0.0,7.0,0.0,1285.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
308623,3.0,15964,0.0,2005-09-22,1.0,26.0,1,5.0,0.0,1.0,0.0,1509.0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1013160,0.0,9495,1.0,2008-01-06,0.0,36.0,4,3.0,1.0,2.0,0.0,644.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
277210,8.0,14233,11.0,2001-12-22,1.0,18.0,1,35.0,0.0,14.0,0.0,2635.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
278493,3.0,15756,1.0,2002-02-20,1.0,7.0,1,15.0,0.0,10.0,0.0,4349.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
282441,6.0,19920,1.0,2002-07-16,0.0,6.0,2,37.0,0.0,30.0,0.0,7092.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
277393,34.0,12785,15.0,2002-01-03,0.0,16.0,2,56.0,0.0,6.0,0.0,2556.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
276049,19.0,16014,9.0,2001-11-05,10.0,36.0,64,53.0,0.0,15.0,0.0,5355.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
301806,8.0,15283,2.0,2004-11-06,3.0,1.0,1,29.0,0.0,15.0,0.0,5427.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
274047,2.0,17397,2.0,2001-08-19,1.0,15.0,2,9.0,0.0,4.0,0.0,573.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1031466,26.0,19657,12.0,2009-10-31,4.0,14.0,1,74.0,2.0,32.0,0.0,8232.0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
313922,3.0,16616,2.0,2006-06-30,2.0,19.0,2,13.0,0.0,6.0,0.0,5324.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
269149,3.0,12825,1.0,2001-02-11,0.0,20.0,1,22.0,0.0,17.0,0.0,2638.0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
310570,2.0,9114,1.0,2006-01-10,1.0,41.0,2,5.0,0.0,1.0,0.0,381.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1028797,7.0,15188,14.0,2009-08-02,0.0,19.0,1,31.0,1.0,10.0,0.0,5710.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1063378,14.0,12243,14.0,2013-07-09,0.0,157.0,1,34.0,1.0,6.0,0.0,3144.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
309110,2.0,13680,0.0,2005-10-13,1.0,13.0,1,9.0,0.0,6.0,0.0,2081.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
276049,3.0,17110,0.0,2001-11-05,4.0,6.0,64,17.0,0.0,10.0,0.0,2680.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1070781,13.0,20616,1.0,2014-08-04,4.0,24.0,1,28.0,1.0,9.0,0.0,8394.0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
271167,8.0,13640,5.0,2001-05-06,2.0,53.0,3,18.0,0.0,2.0,0.0,664.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
276049,4.0,15284,2.0,2001-11-05,2.0,25.0,64,31.0,0.0,23.0,0.0,2715.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1029516,1.0,17768,0.0,2009-08-25,0.0,27.0,1,7.0,2.0,6.0,0.0,5195.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
288660,1.0,9227,0.0,2003-04-07,0.0,69.0,1,8.0,0.0,7.0,0.0,840.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1029937,9.0,15592,10.0,2009-09-09,2.0,51.0,1,23.0,6.0,1.0,0.0,6120.0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1031540,14.0,13821,17.0,2009-11-03,2.0,52.0,3,36.0,1.0,2.0,0.0,4565.0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1003419,4.0,18672,4.0,2007-02-14,1.0,7.0,1,17.0,4.0,8.0,0.0,6169.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
304454,9.0,11772,6.0,2005-03-28,1.0,10.0,3,20.0,0.0,4.0,0.0,3547.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1056135,10.0,16655,9.0,2012-08-07,5.0,15.0,1,63.0,4.0,39.0,0.0,7888.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1061641,4.0,11798,4.0,2013-04-22,4.0,15.0,1,25.0,2.0,9.0,4.0,3464.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
268375,22.0,13883,5.0,2001-01-09,16.0,21.0,1,53.0,0.0,10.0,0.0,3599.0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1001423,5.0,11280,0.0,2006-11-19,0.0,49.0,1,8.0,10.0,2.0,1.0,1546.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1050193,5.0,20413,11.0,2011-11-22,1.0,117.0,4,22.0,3.0,5.0,0.0,4970.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
282253,1.0,10052,1.0,2002-07-11,0.0,46.0,2,9.0,0.0,6.0,0.0,695.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1002102,20.0,14962,12.0,2006-12-19,3.0,58.0,5,72.0,2.0,37.0,0.0,3788.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1049906,0.0,14557,2.0,2011-11-09,0.0,37.0,1,8.0,1.0,6.0,0.0,2963.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
280160,24.0,12901,6.0,2002-04-28,2.0,28.0,1,42.0,0.0,10.0,0.0,2379.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
271886,1.0,19145,2.0,2001-06-04,1.0,1.0,1,8.0,0.0,4.0,0.0,7439.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
301145,4.0,19637,0.0,2004-10-06,1.0,23.0,1,6.0,0.0,1.0,0.0,7037.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1001992,3.0,11666,5.0,2006-12-14,2.0,52.0,2,21.0,4.0,11.0,0.0,2512.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
269399,5.0,14661,2.0,2001-02-23,5.0,3.0,1,20.0,0.0,7.0,0.0,3563.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1023886,3.0,10636,3.0,2009-02-14,0.0,80.0,2,16.0,1.0,9.0,0.0,683.0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
1029579,2.0,9369,2.0,2009-08-26,0.0,58.0,2,6.0,1.0,2.0,0.0,779.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
289822,15.0,20239,0.0,2003-05-31,1.0,4.0,3,22.0,0.0,6.0,0.0,9224.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1009103,9.0,21433,12.0,2007-09-07,2.0,22.0,1,30.0,2.0,7.0,0.0,6850.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1073114,1.0,16375,2.0,2014-12-26,0.0,24.0,1,9.0,2.0,6.0,0.0,7026.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
299558,6.0,18468,8.0,2004-07-26,2.0,69.0,1,22.0,0.0,6.0,0.0,2127.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1004413,2.0,20901,2.0,2007-03-27,0.0,27.0,2,9.0,5.0,5.0,0.0,10617.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
278885,16.0,18694,5.0,2002-03-09,6.0,19.0,1,49.0,0.0,22.0,0.0,8481.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
270332,5.0,12511,4.0,2001-04-04,0.0,77.0,3,12.0,0.0,3.0,0.0,2878.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
1068900,4.0,14338,4.0,2014-05-01,0.0,44.0,2,10.0,1.0,2.0,0.0,2713.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
273979,2.0,11171,0.0,2001-08-16,0.0,7.0,1,13.0,0.0,11.0,0.0,2215.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1061731,0.0,19107,0.0,2013-04-25,6.0,8.0,1,17.0,1.0,11.0,0.0,8521.0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1010652,6.0,13820,1.0,2007-11-03,0.0,35.0,2,10.0,1.0,3.0,0.0,2896.0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
272890,19.0,12972,5.0,2001-07-09,1.0,78.0,2,28.0,0.0,3.0,0.0,3506.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
280314,0.0,21793,2.0,2002-05-03,1.0,1.0,1,10.0,0.0,7.0,0.0,11247.0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
1024254,13.0,15030,2.0,2009-02-27,1.0,27.0,1,30.0,2.0,14.0,0.0,5923.0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1057046,5.0,11578,21.0,2012-09-14,0.0,181.0,1,32.0,1.0,4.0,0.0,2509.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1013248,12.0,13887,17.0,2008-01-09,1.0,61.0,2,40.0,2.0,10.0,0.0,4783.0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
310750,0.0,8055,0.0,2006-01-20,1.0,30.0,4,2.0,0.0,1.0,0.0,126.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1042247,2.0,14966,1.0,2010-12-23,0.0,15.0,1,9.0,2.0,6.0,0.0,5680.0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1004142,1.0,11396,1.0,2007-03-16,0.0,55.0,7,3.0,4.0,1.0,0.0,262.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1069649,7.0,17688,10.0,2014-06-07,0.0,70.0,1,24.0,3.0,7.0,0.0,3938.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1046990,7.0,17362,1.0,2011-07-16,0.0,49.0,1,16.0,1.0,8.0,0.0,5338.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
277861,11.0,13172,8.0,2002-01-24,5.0,10.0,17,35.0,0.0,11.0,0.0,2578.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1051989,3.0,20503,0.0,2012-02-19,1.0,25.0,1,8.0,7.0,4.0,0.0,6411.0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1062333,1.0,14748,1.0,2013-05-20,0.0,20.0,2,6.0,2.0,4.0,0.0,3401.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
283198,2.0,14462,3.0,2002-08-12,0.0,12.0,1,13.0,0.0,8.0,0.0,4516.0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
307638,2.0,15559,2.0,2005-08-10,0.0,20.0,2,9.0,0.0,4.0,0.0,3065.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1011420,2.0,11296,2.0,2007-12-14,0.0,46.0,3,6.0,1.0,2.0,0.0,402.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
303036,2.0,15715,0.0,2005-01-10,1.0,19.0,1,8.0,0.0,5.0,0.0,3325.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
310562,1.0,16067,10.0,2006-01-10,0.0,28.0,6,20.0,0.0,8.0,0.0,7107.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
276078,1.0,19668,0.0,2001-11-06,2.0,3.0,1,20.0,0.0,17.0,0.0,2465.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
307967,13.0,15941,28.0,2005-08-24,4.0,51.0,3,72.0,0.0,25.0,0.0,3698.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1061315,0.0,15439,1.0,2013-04-10,1.0,38.0,1,5.0,1.0,3.0,0.0,6000.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1009476,3.0,15174,3.0,2007-09-21,0.0,12.0,3,11.0,2.0,5.0,0.0,4245.0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
302066,3.0,14566,1.0,2004-11-18,4.0,21.0,2,12.0,0.0,4.0,0.0,4749.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
298119,5.0,11098,1.0,2004-05-22,0.0,50.0,3,14.0,0.0,7.0,0.0,1026.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1053605,7.0,13994,7.0,2012-04-26,1.0,158.0,26,25.0,1.0,10.0,0.0,3012.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
291476,0.0,20674,2.0,2003-08-09,1.0,0.0,2,4.0,0.0,0.0,1.0,8097.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1042534,5.0,12423,7.0,2011-01-07,0.0,120.0,8,20.0,6.0,7.0,0.0,2194.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
276049,7.0,12727,1.0,2001-11-05,1.0,20.0,64,19.0,0.0,9.0,0.0,2282.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
284128,6.0,13404,2.0,2002-09-13,1.0,14.0,2,24.0,0.0,15.0,0.0,3056.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1054318,0.0,11468,5.0,2012-05-27,0.0,78.0,1,6.0,1.0,0.0,1.0,1468.0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
1028193,3.0,16265,2.0,2009-07-14,0.0,61.0,49,9.0,12.0,2.0,0.0,3781.0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
311255,26.0,18288,12.0,2006-02-17,4.0,14.0,1,74.0,0.0,32.0,0.0,6863.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1022144,1.0,11658,0.0,2008-12-02,1.0,13.0,1,2.0,2.0,0.0,0.0,400.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1046613,7.0,18809,5.0,2011-07-01,0.0,41.0,1,22.0,2.0,9.0,0.0,4644.0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
273036,11.0,15169,8.0,2001-07-13,4.0,22.0,1,33.0,0.0,10.0,0.0,5450.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1009954,26.0,18908,7.0,2007-10-08,2.0,10.0,1,54.0,4.0,18.0,0.0,4780.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
275510,19.0,12703,3.0,2001-10-12,7.0,25.0,1,45.0,0.0,16.0,0.0,4218.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1037863,6.0,14420,3.0,2010-07-07,0.0,48.0,1,14.0,1.0,5.0,0.0,1663.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1063428,0.0,16993,2.0,2013-07-11,1.0,12.0,1,7.0,2.0,4.0,0.0,6212.0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
312759,0.0,9986,1.0,2006-05-05,0.0,6.0,1,3.0,0.0,1.0,1.0,1250.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
307206,2.0,12984,0.0,2005-07-21,1.0,9.0,2,18.0,0.0,13.0,0.0,2326.0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1028193,11.0,15535,5.0,2009-07-14,4.0,56.0,49,22.0,12.0,1.0,0.0,5713.0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0
275732,13.0,11982,7.0,2001-10-22,0.0,49.0,2,26.0,0.0,6.0,0.0,1148.0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1015079,4.0,11400,1.0,2008-03-19,0.0,28.0,2,12.0,2.0,7.0,0.0,2515.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
294171,8.0,18960,3.0,2003-12-01,1.0,18.0,1,22.0,0.0,10.0,0.0,3007.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
294689,0.0,16427,0.0,2003-12-25,0.0,18.0,1,4.0,0.0,4.0,0.0,3683.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
304288,1.0,17973,1.0,2005-03-18,2.0,1.0,1,9.0,0.0,5.0,0.0,7283.0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1051187,9.0,16811,5.0,2012-01-11,2.0,14.0,1,28.0,2.0,11.0,0.0,6246.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1002797,12.0,14162,5.0,2007-01-18,0.0,72.0,5,29.0,2.0,12.0,0.0,3809.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1061604,6.0,13987,3.0,2013-04-19,1.0,41.0,1,18.0,2.0,8.0,0.0,2789.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
282502,4.0,15531,2.0,2002-07-19,0.0,1.0,1,16.0,0.0,10.0,0.0,2410.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1027696,2.0,19536,1.0,2009-06-27,1.0,14.0,4,12.0,7.0,8.0,0.0,6386.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
274640,1.0,13033,0.0,2001-09-10,0.0,27.0,3,8.0,0.0,7.0,0.0,683.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
277140,0.0,12406,1.0,2001-12-19,1.0,3.0,2,5.0,0.0,3.0,0.0,548.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
285903,31.0,12377,15.0,2002-11-21,11.0,74.0,2,82.0,0.0,25.0,0.0,3096.0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
301446,9.0,16729,1.0,2004-10-20,4.0,12.0,1,24.0,0.0,10.0,0.0,6911.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
307709,2.0,13739,0.0,2005-08-13,0.0,3.0,2,12.0,0.0,9.0,0.0,4057.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1014577,9.0,11747,4.0,2008-02-29,0.0,101.0,1,21.0,2.0,8.0,0.0,550.0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
305071,0.0,16505,0.0,2005-04-23,0.0,14.0,1,7.0,0.0,7.0,0.0,3426.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
268504,0.0,17546,0.0,2001-01-15,0.0,2.0,1,4.0,0.0,4.0,0.0,322.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
289498,6.0,19493,6.0,2003-05-17,1.0,7.0,2,28.0,0.0,15.0,0.0,7473.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
298924,1.0,17710,3.0,2004-06-27,0.0,5.0,3,7.0,0.0,3.0,0.0,5081.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
276312,15.0,15294,1.0,2001-11-15,3.0,22.0,1,32.0,0.0,13.0,0.0,5092.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
300726,4.0,13407,8.0,2004-09-15,3.0,54.0,2,22.0,0.0,7.0,0.0,1787.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
288544,4.0,18352,0.0,2003-04-01,1.0,0.0,4,23.0,0.0,17.0,0.0,8450.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1002796,10.0,12401,8.0,2007-01-18,0.0,140.0,13,27.0,5.0,9.0,0.0,3665.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
278101,1.0,18661,0.0,2002-02-03,0.0,10.0,4,4.0,0.0,2.0,0.0,10331.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
290374,9.0,11203,3.0,2003-06-26,0.0,51.0,1,22.0,0.0,10.0,0.0,2647.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
301571,6.0,14543,7.0,2004-10-26,1.0,43.0,1,20.0,0.0,6.0,0.0,3368.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1028521,8.0,18101,2.0,2009-07-24,0.0,18.0,1,22.0,2.0,12.0,0.0,6905.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
278820,1.0,12845,0.0,2002-03-06,1.0,41.0,2,4.0,0.0,1.0,0.0,881.0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
287552,30.0,21955,2.0,2003-02-10,4.0,6.0,2,109.0,0.0,71.0,2.0,10703.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
298550,4.0,15136,1.0,2004-06-10,0.0,17.0,1,13.0,0.0,7.0,0.0,3230.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1030848,4.0,11604,7.0,2009-10-09,1.0,99.0,3,14.0,2.0,2.0,0.0,1047.0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1032671,3.0,17519,2.0,2009-12-21,1.0,15.0,10,12.0,10.0,6.0,0.0,5430.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
272426,2.0,19896,3.0,2001-06-22,0.0,5.0,1,11.0,0.0,6.0,0.0,2608.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
